model,outer_fold,context_id,output,feature,feature_family,shapley_value,baseline_output,full_output,completeness_residual,feature_value,feature_value_semantics,feature_value_percentile
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0050658201038458,3.101786000796528,3.1521830027651987,0.0,-0.3314484357833862,standardized molecular value,0.2175
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0484355753252088,3.101786000796528,3.1521830027651987,0.0,-0.5883830189704895,standardized molecular value,0.3075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0515467578045222,3.101786000796528,3.1521830027651987,0.0,0.7372986078262329,standardized molecular value,0.7875
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.034495571130441,3.101786000796528,3.1521830027651987,0.0,0.3123921453952789,standardized molecular value,0.6075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.0112966561017017,3.101786000796528,3.1521830027651987,0.0,0.7487842440605164,standardized molecular value,0.8475
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0005070373630202,3.101786000796528,3.1521830027651987,0.0,0.1177052333950996,standardized solvent value,0.4175
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-6.58844726457164e-05,3.101786000796528,3.1521830027651987,0.0,0.149290457367897,standardized solvent value,0.4175
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.0178914107911336,3.101786000796528,3.1521830027651987,0.0,-1.1288188695907593,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_ET(30),solvent,-0.0082413835308801,3.101786000796528,3.1521830027651987,0.0,-1.2027250528335571,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0001499529806691,3.101786000796528,3.1521830027651987,0.0,0.1033302396535873,standardized solvent value,0.4175
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_ES,solvent,-0.0144678748924121,3.101786000796528,3.1521830027651987,0.0,-1.977830529212952,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,-0.0098458408039358,3.101786000796528,3.1521830027651987,0.0,-0.6153729557991028,standardized solvent value,0.0275
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0362370280037916,3.101786000796528,3.1521830027651987,0.0,0.9746283888816832,standardized solvent value,0.7375
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0092519077234294,3.101786000796528,3.1521830027651987,0.0,-0.6961849331855774,standardized solvent value,0.0275
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0189812843080747,3.101786000796528,3.1521830027651987,0.0,0.6831270456314087,standardized solvent value,0.7375
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.0097839307551756,3.101786000796528,3.1521830027651987,0.0,-2.185673236846924,standardized solvent value,0.0175
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_SPP,solvent,-0.0185087412288047,3.101786000796528,3.1521830027651987,0.0,-1.641993522644043,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_SB,solvent,0.017708433311777,3.101786000796528,3.1521830027651987,0.0,1.397324562072754,standardized solvent value,0.7475
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0015629190010941,3.101786000796528,3.1521830027651987,0.0,-0.5065027475357056,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0011789957724014,3.101786000796528,3.1521830027651987,0.0,-0.1587258279323578,standardized solvent value,0.4175
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-0.0220380550454647,3.101786000796528,3.1521830027651987,0.0,-1.3880153894424438,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.0010390050960921,3.101786000796528,3.1521830027651987,0.0,-0.2864313125610351,standardized solvent value,0.6275
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::solvent_delta,solvent,1.1737315581461516e-05,3.101786000796528,3.1521830027651987,0.0,-0.7916530966758728,standardized solvent value,0.0075
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,solvent::identity,solvent,0.0029934640622187,3.101786000796528,3.1521830027651987,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:3ea3a9a7593a86fbafa8a68c,site-ranking logit contrast,context::formal_charge,formal charge,-0.0391785384847622,3.101786000796528,3.1521830027651987,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,0.0991204538752743,1.0324461913886582,1.20075443650712,0.0,-0.0078557711094617,mean standardized node value,0.3775
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,local::alpb_cm5,local electronic,0.1769631033280202,1.0324461913886582,1.20075443650712,0.0,0.0560012832283973,mean standardized node value,0.7375
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0171997140965321,1.0324461913886582,1.20075443650712,0.0,-0.1045353710651397,mean standardized node value,0.2675
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.0838935551920584,1.0324461913886582,1.20075443650712,0.0,0.0736073851585388,mean standardized node value,0.5275
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0371114821541672,1.0324461913886582,1.20075443650712,0.0,0.3856549561023712,standardized molecular value,0.6175
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0173706307278975,1.0324461913886582,1.20075443650712,0.0,-0.2209770530462265,standardized molecular value,0.3275
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.0666904868434354,1.0324461913886582,1.20075443650712,0.0,-0.4294669330120086,standardized molecular value,0.3575
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.042836844322938,1.0324461913886582,1.20075443650712,0.0,0.3856549561023712,standardized molecular value,0.6175
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,-0.0224520926389136,1.0324461913886582,1.20075443650712,0.0,0.3983009755611419,standardized molecular value,0.6675
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.0194190256988938,1.0324461913886582,1.20075443650712,0.0,0.6405534148216248,standardized molecular value,0.7175
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0029176855641546,1.0324461913886582,1.20075443650712,0.0,0.4517121016979217,standardized solvent value,0.7225
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0004691736382598,1.0324461913886582,1.20075443650712,0.0,0.4729459881782532,standardized solvent value,0.7225
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,0.0128368769487709,1.0324461913886582,1.20075443650712,0.0,-1.0600494146347046,standardized solvent value,0.0725
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_ET(30),solvent,-0.0009997385480368,1.0324461913886582,1.20075443650712,0.0,-0.7273086309432983,standardized solvent value,0.0725
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_DI,solvent,-0.0080922473600842,1.0324461913886582,1.20075443650712,0.0,0.5289967060089111,standardized solvent value,0.7225
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0077834983657481,1.0324461913886582,1.20075443650712,0.0,-1.1586538553237915,standardized solvent value,0.0725
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0089429113286214,1.0324461913886582,1.20075443650712,0.0,-0.3987596333026886,standardized solvent value,0.3925
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0315848425964718,1.0324461913886582,1.20075443650712,0.0,-1.1980485916137695,standardized solvent value,0.0425
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_alpha,solvent,-0.0093407403410128,1.0324461913886582,1.20075443650712,0.0,-0.3206884860992431,standardized solvent value,0.3925
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0214032222890846,1.0324461913886582,1.20075443650712,0.0,-1.1649284362792969,standardized solvent value,0.0425
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.0034451341499239,1.0324461913886582,1.20075443650712,0.0,-0.3031034767627716,standardized solvent value,0.4925
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0110153566402765,1.0324461913886582,1.20075443650712,0.0,-0.804781436920166,standardized solvent value,0.0725
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0061873317710499,1.0324461913886582,1.20075443650712,0.0,-0.6239776611328125,standardized solvent value,0.2125
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0019652630198981,1.0324461913886582,1.20075443650712,0.0,-0.3827982544898987,standardized solvent value,0.2325
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0081521036650394,1.0324461913886582,1.20075443650712,0.0,0.8398393988609314,standardized solvent value,0.7325
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0324569898704256,1.0324461913886582,1.20075443650712,0.0,-1.2749426364898682,standardized solvent value,0.0725
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.000413184160818,1.0324461913886582,1.20075443650712,0.0,-0.454887181520462,standardized solvent value,0.1925
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0073367978956585,1.0324461913886582,1.20075443650712,0.0,-0.6996294260025024,standardized solvent value,0.0725
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,solvent::identity,solvent,0.0105906633742503,1.0324461913886582,1.20075443650712,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:501b7e461778b4b921582278,site-ranking logit contrast,context::formal_charge,formal charge,0.0495175234872893,1.0324461913886582,1.20075443650712,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,0.1023699061412714,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,0.9730111956596376,mean standardized node value,0.9275
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,local::alpb_cm5,local electronic,0.1335779312762178,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,-0.3307127952575683,mean standardized node value,0.0675
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0162607102994952,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,0.2825465202331543,mean standardized node value,0.8275
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.2783183469107546,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,1.4717650413513184,mean standardized node value,0.9575
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0512509335970101,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,1.619874358177185,standardized molecular value,0.9875
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,0.0076178542994083,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,-0.34788978099823,standardized molecular value,0.1775
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.064948210793291,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,-1.5712831020355225,standardized molecular value,0.0375
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0940678562290813,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,1.619874358177185,standardized molecular value,0.9875
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,-0.0058776799872344,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,1.2225089073181152,standardized molecular value,0.8975
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.0159707515112123,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,-1.2113512754440308,standardized molecular value,0.1675
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0070874966378255,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,1.4722886085510254,standardized solvent value,0.9825
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0146533331475321,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,1.4439126253128052,standardized solvent value,0.9825
joint model,0,context:685e870ff662803e7026f805,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.006903197117092,2.005305263880976,1.4925517484877773,1.1102230246251563e-16,0.6121564507484436,standardized solvent value,0.7225
